STATE,LOCATION,LATITUDE,LONGITUDE,d18O_wrt_SMOW_Corrected_Final,dD_wrt_SMOW_Corrected_Final,d-excess
Rajasthan,Ghanodi,26.9208,78.2583,-6,-47.05,0.95
Rajasthan,Jrah,26.5042,78.5042,-6.59,-47.99,4.73
Rajasthan,Nadoli,26.5056,78.2625,-6.07,-47.51,1.05
Rajasthan,Kheda,,,-4.88,-37.25,1.79
Rajasthan,Pagariya -1,24.1233,75.8622,-11.95,-89.39,6.21
Rajasthan,Pagariya -2,24.1233,75.8622,-3.34,-24.12,2.60
Rajasthan,CGWB office-1,26.8750,75.8150,-5.96,-49.11,-1.43
Rajasthan,CGWB office -2,26.8750,75.8150,-3.37,-30.07,-3.11
Rajasthan,Kherli,27.2256,77.0606,-4.76,-35.74,2.34
Rajasthan,Diwakari,27.5544,76.6769,-6.25,-44.59,5.41
Rajasthan,Sammanwas,27.6856,76.8683,-6.48,-46.68,5.16
Rajasthan,Handiya,27.0564,76.9639,-5.52,-42.15,2.01
Rajasthan,Bamroli,27.1714,78.5894,-4.56,-36.07,0.41
Rajasthan,Dadur,26.7072,77.4483,-5.76,-45.1,0.98
Rajasthan,Bagthar,26.7961,77.5303,-5.61,-43.66,1.22
Rajasthan,Chhaprari,27.1144,75.9017,-5.79,-45.56,0.76
Rajasthan,Udgwar Gudalya,27.2978,75.5653,-5.09,-39.82,0.90
Rajasthan,Shri Jagdishpura,26.7211,75.9903,-3.44,-31.57,-4.05
Rajasthan,Rojda,27.0386,75.6361,-5.14,-40.45,0.67
Rajasthan,Sherpur,26.7583,77.1008,-4.99,-38.71,1.21
Rajasthan,Mahukhash,26.8250,77.0222,-4.71,-37.7,-0.02
Rajasthan,Salawad,26.6872,76.6283,-5.09,-39.82,0.90
Rajasthan,Sewadara,27.5425,74.8072,-5.17,-39.7,1.66
Rajasthan,Baranya,27.9506,74.8417,-3.68,-32.23,-2.79
Rajasthan,Dhandan,28.0972,74.8564,-3.5,-31.9,-3.90
Rajasthan,Bhodana,27.0492,73.8684,-3.38,-31.97,-4.93
Rajasthan,Rabdiyad,26.7997,74.6225,-4.98,-37.67,2.17
Rajasthan,Dodoo,27.4667,73.9500,-4.14,-35.2,-2.08
Rajasthan,Amritpura,27.2000,73.7333,-4.11,-34.68,-1.80
Rajasthan,Jhag,29.9590,74.8895,0.04,-16.8,-17.12
Rajasthan,Vishangarh,27.3314,75.9086,-6.4,-47.2,4.00
Rajasthan,Gowa Kallan,26.9178,73.5936,-1.43,-23.94,-12.50
Rajasthan,Jayal,27.2389,74.2128,-4.95,-36.98,2.62
Rajasthan,Sandas,27.4736,74.2714,-3.96,-33.68,-2.00
Rajasthan,Nawa(M),27.0425,75.0028,-5.2,-39.99,1.61
Rajasthan,Kharagpura200Mew,26.7411,77.9594,-5.41,-41.64,1.64
Rajasthan,Bura ka bas EW200M,28.1647,75.3789,-4.86,-36.54,2.34
Rajasthan,Barau200M ew,27.9617,75.6903,-5.7,-43.05,2.55
Rajasthan,Samogar200M ew,26.8536,77.2261,-5.67,-42.85,2.51
Rajasthan,Mewanagar     200m ew,25.8019,72.1500,-4.9,-39.86,-0.66
Rajasthan,Bamseen(200) ew,25.7942,72.5528,-5.3,-43.43,-1.03
Rajasthan,Thob EW 169m,26.0717,72.3767,2.52,-14.98,-35.14
Rajasthan,Mawadi ew200m,25.6389,72.4653,-4.96,-36.09,3.59
Rajasthan,Durgapura200m ew,26.2097,71.9914,-4.92,-41.3,-1.94
Rajasthan,Danpura EW200m,26.2097,72.3983,-5.16,-44.91,-3.63
Rajasthan,Umerelie Khalsa EW 200m,25.8856,72.4400,-4.65,-37.65,-0.45
Rajasthan,Gadali (200) EW,28.2692,75.8844,-5.32,-38.45,4.11
Rajasthan,Jhajhar200M EW,27.8017,75.2833,-5.5,-40.27,3.73
Rajasthan,SEENWA 200m EW,27.4003,74.3903,-4.69,-35.32,2.20
Rajasthan,BISHVANI200m ew,27.1311,73.5608,-3.43,-30.9,-3.46
Rajasthan,Mahedpura (168) ew,26.7114,78.0692,-5.74,-43.69,2.23
Rajasthan,Nikatpuri ew,26.9703,76.6958,-5.72,-42.57,3.19
Rajasthan,Meena Simla EW,26.9600,76.7600,-6.43,-47.31,4.13
,,,,,,
,,,,,,
,,,,,,
,,,,,,
Rajasthan,Deopuri,26.4593,74.937,-3.15,-25.95,-0.75
Rajasthan,Ankauriya,26.3622,75.024,-2.33,-19.58,-0.94
Rajasthan,Jhadol,26.356,74.9405,1.92,0.72,-14.64
Rajasthan,Pandarwara,26.3128,75.1144,-2.37,-22.02,-3.06
Rajasthan,Pandarwara,26.3128,75.1144,-3.18,-24.48,0.96
Rajasthan,Arain,26.4485,75.0483,-3.28,-26.93,-0.69
Rajasthan,Bhambholao,26.4455,75.1457,-3.63,-27.91,1.13
Rajasthan,Dhasook,26.3529,75.1074,-2.55,-18.32,2.08
Rajasthan,Borada,26.208,75.0448,-2.39,-23.73,-4.61
Rajasthan,Manoharpura,26.2018,75.1387,-3.06,-26.59,-2.11
Rajasthan,Fatehgarh,26.1278,75.0274,-2.98,-22.8,1.04
Rajasthan,Birla,26.134,75.1109,-4.54,-33.24,3.08
Rajasthan,Sapunda,26.0291,75.144,-2.64,-22.85,-1.73
Rajasthan,Jaliya,25.9551,75.0361,-3.25,-26.01,-0.01
Rajasthan,Chandma,26.1216,74.8674,-4.27,-30.69,3.47
Rajasthan,Goyla,26.1216,74.937,-1.55,-18.82,-6.42
Rajasthan,Neemra,25.9628,74.7718,-5.48,-40.19,3.65
Rajasthan,Bandanwan,26.1263,74.7127,-3.61,-30.92,-2.04
Rajasthan,Singawal,26.0338,74.6953,-3.49,-28.58,-0.66
Rajasthan,Ratakot,26.0523,74.6361,-1.53,-18.5,-6.26
Rajasthan,Padaliya,25.9613,74.8814,-3.82,-31.7,-1.14
Rajasthan,Shokaliya,26.2172,74.8779,-1.64,-18.78,-5.66
Rajasthan,Kerot,25.8811,74.944,-3.24,-24.24,1.68
Rajasthan,Deoliya kala,25.8965,74.7909,-2.7,-26.53,-4.93
Rajasthan,Neemra,25.9505,74.9561,-2.35,-23.47,-4.67
Rajasthan,Kotra,26.0137,74.2066,-4.15,-32.45,0.75
Rajasthan,Nai kalan,25.9875,74.1857,-4.62,-35.43,1.53
Rajasthan,Kalinjar,25.9859,74.2657,-3.12,-28.44,-3.48
Rajasthan,Gohana,26.026,74.2987,-3.73,-29.66,0.18
Rajasthan,Kharwa,26.208,74.4431,-4.61,-35.05,1.83
Rajasthan,Shyam garh,26.1093,74.4414,-4.45,-35.32,0.28
Rajasthan,Masooda,26.1062,74.5266,-3.27,-29.1,-2.94
Rajasthan,Shergarh,26.0368,74.5492,-0.12,-12.36,-11.4
Rajasthan,Nandwara,26.0291,74.4866,-0.58,-13.72,-9.08
Rajasthan,Jhank,26.0276,74.3735,-3.25,-29.92,-3.92
Rajasthan,Jaliya li,25.9351,74.5631,-5.16,-36.64,4.64
Rajasthan,Sathana,25.9736,74.6414,-5.39,-40.67,2.45
Rajasthan,Ramgarh,25.9426,74.4586,-2.44,-26.13,-6.61
Rajasthan,Deogaon,26.1093,75.3005,-2.71,-26.18,-4.5
Rajasthan,Baghera,26.026,75.3005,-4.85,-37.49,1.31
Rajasthan,Chosla,25.8133,75.3144,-3.64,-29.3,-0.18
Rajasthan,Sawar,25.7685,75.2222,-1.979,-18.22,-2.39
Rajasthan,Mehroo kala,25.7809,75.1387,-3.403,-30.68,-3.46
Rajasthan,Para,25.8765,75.1927,0.83,-7,-13.64
Rajasthan,Bharai,25.8749,75.1161,-1.293,-18.57,-8.23
Rajasthan,Kadera,25.7994,75.05,-1.414,-20.01,-8.7
Rajasthan,Shokya kher,25.7115,75.104,-3.447,-29.62,-2.04
Rajasthan,Bajta,25.8456,75.2761,-3.246,-28.3,-2.33
Rajasthan,Rodawas,26.7091,74.7683,-5.084,-38.09,2.58
Rajasthan,Bhadoon,26.8649,74.9457,-4.366,-36.88,-1.95
Rajasthan,Gola,26.2188,74.3927,-5.608,-42.54,2.32
Rajasthan,Leeri,26.2142,74.53,-4.874,-39.35,-0.36
Rajasthan,Govindgarh,26.4516,74.3753,-3.818,-31.23,-0.69
Rajasthan,Nand,26.4701,74.464,-4.912,-36.91,2.39
Rajasthan,Pisangan,26.3915,74.3787,-4.432,-36.79,-1.33
Rajasthan,Nagelao,26.2974,74.3944,-5.178,-40.48,0.94
Rajasthan,Jethana,26.2897,74.4622,-4.836,-36.2,2.49
Rajasthan,Bidkachiyaw,26.2728,74.5561,-2.034,-24.85,-8.58
Rajasthan,Bhatiyani,26.2203,74.7927,-5.072,-37.41,3.17
Rajasthan,Aradka,26.6305,74.7109,-5.548,-41.78,2.6
Rajasthan,Chandiyawa,26.5472,74.7266,-4.71,-37.04,0.64
Rajasthan,Bubani,26.5241,74.7787,-1.189,-18.03,-8.52
Rajasthan,Kanpura,26.3807,74.8553,-0.14,-13.11,-11.99
Rajasthan,Ramsar,26.2897,74.8935,-2.356,-25.1,-6.25
Rajasthan,Soorajpura,26.3067,74.9596,-3.212,-28.33,-2.63
Rajasthan,Gangithala,25.6853,75.297,-4.51,-34.79,1.29
Rajasthan,Kuchalwara kalan,25.7284,75.3805,-4.42,-34.54,0.82
Rajasthan,Teekar,25.713,75.4361,-4.93,-38.13,1.31
Rajasthan,Luhari kalan,25.6375,75.3787,,,
Rajasthan,Jahazpur (m),25.6251,75.2831,-5.04,-35.84,4.48
Rajasthan,Pander,25.6344,75.1944,-5.83,-42.14,4.5
Rajasthan,Indokiya,25.6159,75.1213,-3.25,-27.93,-1.93
Rajasthan,Ropan,25.5681,75.1144,-4.78,-37.39,0.85
Rajasthan,Tarniya khera,25.5496,75.1927,-3.26,-29.8,-3.72
Rajasthan,Peeploond,25.545,75.2761,-3.64,-32.86,-3.74
Rajasthan,Khohra kalan,25.5619,75.3683,-4.2,-35.09,-1.49
Rajasthan,Rabdiyad,26.7997,74.6225,-4.98,-37.67,2.17
Rajasthan,Nawa(M),27.0425,75.0028,-5.2,-39.99,1.61
Rajasthan,Nooan,28.0416,75.2787,-4.39,-31.83,3.29
Rajasthan,Wahidpura,28.0626,75.2083,-4.68,-34.03,3.41
Rajasthan,Mandawa,28.0478,75.1405,-4.65,-32.42,4.78
Rajasthan,Toliasar,28.1208,75.2022,-4.65,-33.55,3.65
Rajasthan,Bheemsar,28.1145,75.2848,-4.3,-32.27,2.13
Rajasthan,Birmi,28.2006,75.1866,-4.35,-32.86,1.94
Rajasthan,Tanee,28.1968,75.1153,-3.58,-30.15,-1.51
Rajasthan,Mahansar,28.21,75.0561,-2.77,-27.81,-5.65
Rajasthan,Gangiasar,28.2798,75.1353,-4.05,-34.63,-2.23
Rajasthan,Badet,28.3736,75.1579,-3.48,-30.4,-2.56
Rajasthan,Niradhanu,28.2867,75.2274,-3.99,-32.75,-0.83
Rajasthan,Malsisar,28.3581,75.2918,-4.09,-32.74,-0.02
Rajasthan,Sonasar,28.2123,75.3831,-4.53,-36.21,0.03
Rajasthan,Ladusar,28.2138,75.2831,-4.44,-33.48,2.04
Rajasthan,Alsisar,28.3023,75.2979,-4.52,-32.83,3.33
Rajasthan,Dabri,28.2899,75.3692,-4.93,-38.68,0.76
Rajasthan,Bola ki dhani,28.2961,75.4526,-4.23,-32.57,1.27
Rajasthan,Kasimpura,28.2185,75.4509,-5.6,-40.9,3.9
Rajasthan,Kutubpura,28.2952,75.5335,-6.12,-45.07,3.89
Rajasthan,Jherli,28.3635,75.5509,-5.13,-37.41,3.63
Rajasthan,Vangothri khurd,28.4535,75.6353,-5.3,-39.63,2.77
Rajasthan,Leekhwa,28.4473,75.6953,-5.19,-39.2,2.32
Rajasthan,Bakhtawarpu,28.2045,75.5431,-5.66,-40.62,4.66
Rajasthan,Narhar,28.3007,75.6057,-5.49,-41.49,2.43
Rajasthan,Ladunda,28.4434,75.7613,-4.72,-35.72,2.04
Rajasthan,Bhaothari,28.3713,75.7996,-4.68,-37.09,0.35
Rajasthan,Surajgarh,28.2992,75.7179,-5.29,-38.66,3.66
Rajasthan,Bohana,28.2076,75.8726,-5,-37.56,2.44
Rajasthan,Kaloth kalan,28.3597,75.8726,-5.14,-37.47,3.65
Rajasthan,Asanwas,28.22,75.7161,-5.07,-38.06,2.5
Rajasthan,Bajdoli,28.2061,75.7866,-4.57,-36.05,0.51
Rajasthan,Islampur,28.1316,75.55,-5.53,-40.39,3.85
Rajasthan,Sultana,28.1285,75.6205,-5.06,-38,2.48
Rajasthan,Ghardana kalan,28.1262,75.7118,-5.63,-42.14,2.9
Rajasthan,Chanana,28.037,75.6144,-5.39,-41.13,1.99
Rajasthan,Hansansar,28.0354,75.5205,-5.3,-39.53,2.87
Rajasthan,Khajpur naya,28.127,75.4605,-5.81,-42.78,3.7
Rajasthan,Moibharu,28.1138,75.7719,-5.44,-41.83,1.69
Rajasthan,Pacheri kalan,28.1378,75.9535,-4.78,-35.15,3.09
Rajasthan,Nihalot,28.1595,76.0118,-3.91,-30.41,0.87
Rajasthan,Dhosi,28.0569,76.0095,-5.78,-40.79,5.45
Rajasthan,Dudwa nangliya,28.0401,75.9579,-5.02,-38.01,2.15
Rajasthan,Jasrapur,28.0416,75.7083,-4.94,-36.09,3.43
Rajasthan,Kharkhara,28.0486,75.7813,-5.12,-40.78,0.18
Rajasthan,Lalpura,28.0385,75.8753,-5.23,-35.98,5.86
Rajasthan,Besarda,27.9581,75.937,-4.97,-33.25,6.51
Rajasthan,Badalwas,27.9493,75.8805,-4.8,-34.27,4.13
Rajasthan,Bandha ki dhani,27.9501,75.8048,-4.68,-32.29,5.15
Rajasthan,Badau,27.9664,75.7161,-4.98,-37.71,2.13
Rajasthan,Bakra,28.0447,75.3926,-5.18,-36.19,5.25
Rajasthan,Chhaosari,27.9641,75.5292,-5.26,-39.91,2.17
Rajasthan,Madogarh,27.8818,75.7161,-4.58,-33.84,2.8
Rajasthan,Neori,27.8586,75.6344,-5.36,-38.97,3.91
Rajasthan,Jodhpura,27.781,75.6944,-5.32,-35.09,7.47
Rajasthan,Khoh,27.795,75.63,-5.93,-39.25,8.19
Rajasthan,Dholla kheda,27.8027,75.4509,-5.22,-38.79,2.97
Rajasthan,Chhapoli,27.7104,75.5631,-3.95,-29.93,1.67
Rajasthan,Lohargan,27.6965,75.3761,-6.37,-43.62,7.34
Rajasthan,Kot,27.7003,75.4605,-5.57,-37.24,7.32
Rajasthan,Bhojnagar,27.7787,75.3657,-5.31,-39.25,3.23
Rajasthan,Bhorki,27.8648,75.4744,-5.45,-38.81,4.79
Rajasthan,Malsar,28.1208,75.4622,-5.35,-38.38,4.42
Rajasthan,Chhau,27.9478,75.464,-5.61,-39.58,5.3
Rajasthan,Kolsiya,27.8772,75.3718,-4.98,-39.07,0.77
Rajasthan,Mainas,27.9493,75.3674,-5.44,-39.96,3.56
Rajasthan,Jhunjhunu,28.1223,75.3848,-4.69,-36.65,0.87
Rajasthan,Mukandgarh,27.9571,75.2179,-4.75,-35.86,2.14
Rajasthan,Kaseru,27.9563,75.2866,-5.2,-37.3,4.3
Rajasthan,Nawalri,27.8811,75.2987,-6.22,-47.09,2.67
Rajasthan,Fatehpur,28.0348,74.9492,-3.91,-32.75,-1.47
Rajasthan,Sahabsar,28.0363,74.8674,-3.83,-32.82,-2.18
Rajasthan,Dhandan,28.0992,74.8657,-4.44,-36.8,-1.28
Rajasthan,Khotiya,28.1206,74.9544,-4.06,-32.72,-0.24
Rajasthan,Ramgarh,28.1805,74.9561,-3.57,-30.26,-1.7
Rajasthan,Lawanda,28.1231,75.0396,-4.66,-36.36,0.92
Rajasthan,Nangli,28.1246,75.1196,-4.63,-35.09,1.95
Rajasthan,Balodh bari,28.047,75.0396,-4.3,-35.42,-1.02
Rajasthan,Dantru,27.8748,74.8066,-4.49,-35.5,0.42
Rajasthan,Rosawa,27.972,74.7944,-4.22,-36.36,-2.6
Rajasthan,Bibipur,27.8784,74.9335,-4.83,-37.36,1.28
Rajasthan,Jajod,27.7869,74.8692,-4.8,-37.08,1.32
Rajasthan,Bhagasara,27.9586,75.1127,-5.02,-37.73,2.43
Rajasthan,Athwas,27.9439,75.0518,-4.91,-38.39,0.89
Rajasthan,Narodara,27.7996,75.0466,-5.37,-40.33,2.63
Rajasthan,Rahnawa,27.8632,75.1405,-5.21,-38.51,3.17
Rajasthan,Kolida,27.7802,75.2031,-5.38,-41.36,1.68
Rajasthan,Akwa,27.7112,75.1327,-5.58,-41.18,3.46
Rajasthan,Gungara,27.6926,75.2779,-5.24,-40.1,1.82
Rajasthan,Sikar,27.6055,75.1387,-5.46,-38.73,4.95
Rajasthan,Sihot chotti,27.6316,75.0448,-5.47,-38.25,5.51
Rajasthan,Phagalwa,27.6239,74.9822,-5.06,-36.51,3.97
Rajasthan,Nasanwa,27.6209,74.864,-5.2,-38.39,3.21
Rajasthan,Kumas,27.6204,74.7961,-4.29,-33.97,0.35
Rajasthan,Rulyani,27.5519,74.8533,-5.02,-38.44,1.72
Rajasthan,Dahar ka bas,27.5402,74.7787,-4.49,-36.45,-0.53
Rajasthan,Ganeri,27.6389,74.7266,-4.72,-34.51,3.25
Rajasthan,Garoda,27.7021,74.8048,-4.53,-35.3,0.94
Rajasthan,Kasli,27.5411,75.0587,-5.44,-39.52,4
Rajasthan,Dhoowala,27.5427,74.977,-5.39,-37.61,5.51
Rajasthan,Bosana,27.4522,74.9422,-5.36,-38.55,4.33
Rajasthan,Chirasara,27.3633,74.9631,-5.24,-38.79,3.13
Rajasthan,Banoora,27.4001,75.1092,-5.27,-38.23,3.93
Rajasthan,Badlawas,27.4553,75.0674,-5.76,-42.77,3.31
Rajasthan,Doojod,27.5365,75.1248,-5.6,-39.79,5.01
Rajasthan,Neemera,27.4522,75.217,-4.56,-36.49,-0.01
Rajasthan,Roopgarh,27.3664,75.1996,-5.44,-39.26,4.26
Rajasthan,Danta,27.2897,75.1909,-5.19,-38.28,3.24
Rajasthan,Manda,27.2041,75.1387,-4.66,-33.85,3.43
Rajasthan,Kuli,27.2025,75.2813,-3.81,-32.97,-2.49
Rajasthan,Guhala,27.6972,75.6335,-3.78,-28.48,1.76
Rajasthan,Sirohi,27.7104,75.7266,-5.49,-41.74,2.18
Rajasthan,Mandoli,27.7841,75.7926,-5.12,-38.8,2.16
Rajasthan,Mawanda kalan,27.7957,75.8535,-4.95,-36.98,2.62
Rajasthan,Bihar,27.8842,75.9405,-3.71,-30.12,-0.44
Rajasthan,Patan,27.7996,75.9631,-5.1,-36.54,4.26
Rajasthan,Raipur,27.7244,75.9613,-5.31,-37.6,4.88
Rajasthan,Raiwasa,27.5227,75.217,2.45,-3.25,-22.85
Rajasthan,Gowati,27.4553,75.3196,-4.9,-38.58,0.62
Rajasthan,Nada Charawala,27.2989,75.3631,-4.58,-36.62,0.02
Rajasthan,Palsana,27.4798,75.3683,-5.16,-40.19,1.09
Rajasthan,Arniya,27.3878,75.6187,-5.21,-38.88,2.8
Rajasthan,Lisariya,27.3771,75.704,-5.28,-39.88,2.36
Rajasthan,Jagrajpura,27.3878,75.7979,-5.45,-40.54,3.06
Rajasthan,Kishorpura,27.4783,75.9509,-5.33,-42.99,-0.35
Rajasthan,Nare,27.4752,75.8831,-4.82,-34.55,4.01
Rajasthan,Garh taknet,27.4553,75.7718,-3.05,-26.13,-1.73
Rajasthan,Ratanpura,27.4415,75.6848,-5.41,-42.18,1.1
Rajasthan,Bahadurpura,27.533,75.4379,-5.09,-37.24,3.48
Rajasthan,Saledipura,27.629,75.5413,-4.45,-34.46,1.14
Rajasthan,Kanwat,27.6119,75.6848,-4.78,-38.31,-0.07
Rajasthan,Thoi,27.5367,75.7205,-5.26,-40.69,1.39
Rajasthan,Sakray,27.5413,75.8787,-4.95,-35.68,3.92
Rajasthan,Gaonri (bhitarli),27.7034,75.8866,-5.46,-38.97,4.71
Rajasthan,Chhapar,27.6142,75.797,-5.31,-39.99,2.49
Rajasthan,Vijaypura,27.4538,75.5596,-5.22,-38.53,3.23
Rajasthan,Hanspur,27.4675,75.6205,-5.23,-37.68,4.16
Rajasthan,Kancharra,27.5343,75.6196,-5.19,-38.63,2.89
Rajasthan,Dadia rampura,27.305,75.4657,-4.1,-31.68,1.12
Rajasthan,Chomu purohitan,27.3725,75.4379,-4.66,-36.34,0.94
Rajasthan,Udgwar Gudalya,27.2978,75.5653,-5.09,-39.82,0.9
